category,pairID,pairLevel,video1,video1Level,video2,video2Level
Comedy,30,medium-viral,7321819022452968734,medium,7288016476928216363,viral
Comedy,31,viral-medium,7288016476928216363,viral,7348972113509813547,medium
Comedy,32,viral,7348132530765303083,viral,7288016476928216363,viral
Comedy,33,high-viral,7336724718667451690,high,7288016476928216363,viral
Comedy,34,viral,7347043177376795937,viral,7288016476928216363,viral
Comedy,35,viral,7288016476928216363,viral,7345739405945998610,viral
Comedy,36,viral-low,7288016476928216363,viral,7343760551085935914,low
Comedy,37,high-viral,7331211859476876575,high,7288016476928216363,viral
Comedy,38,high-viral,7343116185057217823,high,7288016476928216363,viral
Comedy,39,high-viral,7269888512764267808,high,7288016476928216363,viral
Comedy,40,viral-high,7288016476928216363,viral,7278423335225003296,high
Comedy,41,viral-high,7288016476928216363,viral,7292882113014123819,high
Comedy,42,viral-medium,7288016476928216363,viral,7296967605263338784,medium
Comedy,43,viral,7288016476928216363,viral,7312852220582661419,viral
Comedy,44,high-viral,7311356836651732266,high,7288016476928216363,viral
Comedy,45,viral-medium,7288016476928216363,viral,7350028979115429163,medium
Comedy,46,medium-viral,7355510634924018986,medium,7288016476928216363,viral
Comedy,47,viral-high,7288016476928216363,viral,7340853821226175787,high
Comedy,48,viral,7288016476928216363,viral,7340772433810443550,viral
Comedy,49,viral,7339937331039767841,viral,7288016476928216363,viral
Comedy,50,viral,7339745900022992171,viral,7288016476928216363,viral
Comedy,51,high-viral,7348094032645573920,high,7288016476928216363,viral
Comedy,52,viral,7288016476928216363,viral,7352951753567915310,viral
Comedy,53,high-viral,7352906839786278177,high,7288016476928216363,viral
Comedy,54,medium-viral,7337752906247982368,medium,7288016476928216363,viral
Comedy,55,viral-high,7288016476928216363,viral,7336226316993269034,high
Comedy,56,viral,7335719362659192065,viral,7288016476928216363,viral
Comedy,57,high-viral,7335076878912343328,high,7288016476928216363,viral
Comedy,58,viral-medium,7288016476928216363,viral,7334949225635106094,medium
Comedy,59,medium-viral,7344640925726969119,medium,7288016476928216363,viral
Comedy,60,viral,7295114410094382369,viral,7296733697607224619,viral
Comedy,61,viral,7296733697607224619,viral,7291024363799760171,viral
Comedy,62,high-viral,7305554824894926123,high,7296733697607224619,viral
Comedy,63,viral-high,7296733697607224619,viral,7297370558558211371,high
Comedy,64,viral,7296733697607224619,viral,7311427137628605738,viral
Comedy,65,viral,7296733697607224619,viral,7356348696285482282,viral
Comedy,66,viral,7296733697607224619,viral,7354933754755845418,viral
Comedy,67,viral,7296733697607224619,viral,7354048737544506657,viral
Comedy,68,viral,7353852457929280810,viral,7296733697607224619,viral
Comedy,69,viral,7296733697607224619,viral,7339406908924890369,viral
Comedy,70,viral,7296733697607224619,viral,7348770590053944577,viral
Comedy,71,viral,7296733697607224619,viral,7348573721084349742,viral
Comedy,72,viral,7353414299001310495,viral,7296733697607224619,viral
Comedy,73,viral,7296733697607224619,viral,7352981264670100782,viral
Comedy,74,high-viral,7280563062678113537,high,7296733697607224619,viral
Comedy,75,viral,7296733697607224619,viral,7287330797407702303,viral
Comedy,76,medium-viral,7312271032906190123,medium,7296733697607224619,viral
Comedy,77,viral,7296733697607224619,viral,7330000273399745835,viral
Comedy,78,viral-high,7296733697607224619,viral,7352002535462505774,high
Comedy,79,viral-high,7296733697607224619,viral,7351670946459159851,high
Comedy,80,viral,7351144574661774635,viral,7296733697607224619,viral
Comedy,81,viral,7350918067708300587,viral,7296733697607224619,viral
Comedy,82,viral,7296733697607224619,viral,7340687233269140779,viral
Comedy,83,viral-high,7296733697607224619,viral,7338552968515439905,high
Comedy,84,viral,7296733697607224619,viral,7348942217689451806,viral
Comedy,85,viral,7296733697607224619,viral,7341796912883862814,viral
Comedy,86,viral-medium,7296733697607224619,viral,7208612613729701162,medium
Comedy,87,low-viral,7325810109223800110,low,7296733697607224619,viral
Comedy,88,viral,7350772960304844078,viral,7296733697607224619,viral
Comedy,89,viral-high,7296733697607224619,viral,7350708324125445408,high
Comedy,90,medium-viral,7321819022452968734,medium,7296733697607224619,viral
Comedy,91,medium-viral,7348972113509813547,medium,7296733697607224619,viral
Comedy,92,viral,7296733697607224619,viral,7348132530765303083,viral
Comedy,93,viral-high,7296733697607224619,viral,7336724718667451690,high
Comedy,94,viral,7347043177376795937,viral,7296733697607224619,viral
Comedy,95,viral,7296733697607224619,viral,7345739405945998610,viral
Comedy,96,viral-low,7296733697607224619,viral,7343760551085935914,low
Comedy,97,high-viral,7331211859476876575,high,7296733697607224619,viral
Comedy,98,high-viral,7343116185057217823,high,7296733697607224619,viral
Comedy,99,viral-high,7296733697607224619,viral,7269888512764267808,high
Comedy,100,viral-high,7296733697607224619,viral,7278423335225003296,high
Comedy,101,high-viral,7292882113014123819,high,7296733697607224619,viral
Comedy,102,medium-viral,7296967605263338784,medium,7296733697607224619,viral
Comedy,103,viral,7312852220582661419,viral,7296733697607224619,viral
Comedy,104,high-viral,7311356836651732266,high,7296733697607224619,viral
Comedy,105,medium-viral,7350028979115429163,medium,7296733697607224619,viral
Comedy,106,medium-viral,7355510634924018986,medium,7296733697607224619,viral
Comedy,107,high-viral,7340853821226175787,high,7296733697607224619,viral
Comedy,108,viral,7296733697607224619,viral,7340772433810443550,viral
Comedy,109,viral,7339937331039767841,viral,7296733697607224619,viral
Comedy,110,viral,7339745900022992171,viral,7296733697607224619,viral
Comedy,111,high-viral,7348094032645573920,high,7296733697607224619,viral
Comedy,112,viral,7352951753567915310,viral,7296733697607224619,viral
Comedy,113,viral-high,7296733697607224619,viral,7352906839786278177,high
Comedy,114,medium-viral,7337752906247982368,medium,7296733697607224619,viral
Comedy,115,viral-high,7296733697607224619,viral,7336226316993269034,high
Comedy,116,viral,7296733697607224619,viral,7335719362659192065,viral
Comedy,117,viral-high,7296733697607224619,viral,7335076878912343328,high
Comedy,118,viral-medium,7296733697607224619,viral,7334949225635106094,medium
Comedy,119,medium-viral,7344640925726969119,medium,7296733697607224619,viral
Comedy,120,viral,7350021963223584046,viral,7295114410094382369,viral
Comedy,121,viral,7350021963223584046,viral,7291024363799760171,viral
Comedy,122,viral-high,7350021963223584046,viral,7305554824894926123,high
Comedy,123,viral-high,7350021963223584046,viral,7297370558558211371,high
Comedy,124,viral,7311427137628605738,viral,7350021963223584046,viral
Comedy,125,viral,7350021963223584046,viral,7356348696285482282,viral
Comedy,126,viral,7350021963223584046,viral,7354933754755845418,viral
Comedy,127,viral,7350021963223584046,viral,7354048737544506657,viral
Comedy,128,viral,7350021963223584046,viral,7353852457929280810,viral
Comedy,129,viral,7350021963223584046,viral,7339406908924890369,viral
Comedy,130,viral,7348770590053944577,viral,7350021963223584046,viral
Comedy,131,viral,7348573721084349742,viral,7350021963223584046,viral
Comedy,132,viral,7350021963223584046,viral,7353414299001310495,viral
Comedy,133,viral,7352981264670100782,viral,7350021963223584046,viral
Comedy,134,high-viral,7280563062678113537,high,7350021963223584046,viral
Comedy,135,viral,7350021963223584046,viral,7287330797407702303,viral
Comedy,136,viral-medium,7350021963223584046,viral,7312271032906190123,medium
Comedy,137,viral,7350021963223584046,viral,7330000273399745835,viral
Comedy,138,high-viral,7352002535462505774,high,7350021963223584046,viral
Comedy,139,viral-high,7350021963223584046,viral,7351670946459159851,high
Comedy,140,viral,7350021963223584046,viral,7351144574661774635,viral
Comedy,141,viral,7350918067708300587,viral,7350021963223584046,viral
Comedy,142,viral,7350021963223584046,viral,7340687233269140779,viral
Comedy,143,viral-high,7350021963223584046,viral,7338552968515439905,high
Comedy,144,viral,7350021963223584046,viral,7348942217689451806,viral
Comedy,145,viral,7350021963223584046,viral,7341796912883862814,viral
Comedy,146,viral-medium,7350021963223584046,viral,7208612613729701162,medium
Comedy,147,low-viral,7325810109223800110,low,7350021963223584046,viral
Comedy,148,viral,7350772960304844078,viral,7350021963223584046,viral
Comedy,149,high-viral,7350708324125445408,high,7350021963223584046,viral
Comedy,150,medium-viral,7321819022452968734,medium,7350021963223584046,viral
Comedy,151,viral-medium,7350021963223584046,viral,7348972113509813547,medium
Comedy,152,viral,7348132530765303083,viral,7350021963223584046,viral
Comedy,153,high-viral,7336724718667451690,high,7350021963223584046,viral
Comedy,154,viral,7350021963223584046,viral,7347043177376795937,viral
Comedy,155,viral,7345739405945998610,viral,7350021963223584046,viral
Comedy,156,viral-low,7350021963223584046,viral,7343760551085935914,low
Comedy,157,viral-high,7350021963223584046,viral,7331211859476876575,high
Comedy,158,viral-high,7350021963223584046,viral,7343116185057217823,high
Comedy,159,viral-high,7350021963223584046,viral,7269888512764267808,high
Comedy,160,viral-high,7350021963223584046,viral,7278423335225003296,high
Comedy,161,high-viral,7292882113014123819,high,7350021963223584046,viral
Comedy,162,medium-viral,7296967605263338784,medium,7350021963223584046,viral
Comedy,163,viral,7312852220582661419,viral,7350021963223584046,viral
Comedy,164,high-viral,7311356836651732266,high,7350021963223584046,viral
Comedy,165,medium-viral,7350028979115429163,medium,7350021963223584046,viral
Comedy,166,viral-medium,7350021963223584046,viral,7355510634924018986,medium
Comedy,167,high-viral,7340853821226175787,high,7350021963223584046,viral
Comedy,168,viral,7340772433810443550,viral,7350021963223584046,viral
Comedy,169,viral,7350021963223584046,viral,7339937331039767841,viral
Comedy,170,viral,7350021963223584046,viral,7339745900022992171,viral
Comedy,171,high-viral,7348094032645573920,high,7350021963223584046,viral
Comedy,172,viral,7352951753567915310,viral,7350021963223584046,viral
Comedy,173,viral-high,7350021963223584046,viral,7352906839786278177,high
Comedy,174,medium-viral,7337752906247982368,medium,7350021963223584046,viral
Comedy,175,high-viral,7336226316993269034,high,7350021963223584046,viral
Comedy,176,viral,7350021963223584046,viral,7335719362659192065,viral
Comedy,177,viral-high,7350021963223584046,viral,7335076878912343328,high
Comedy,178,medium-viral,7334949225635106094,medium,7350021963223584046,viral
Comedy,179,viral-medium,7350021963223584046,viral,7344640925726969119,medium
Comedy,180,viral,7295114410094382369,viral,7348870181407722798,viral
Comedy,181,viral,7348870181407722798,viral,7291024363799760171,viral
Comedy,182,high-viral,7305554824894926123,high,7348870181407722798,viral
Comedy,183,viral-high,7348870181407722798,viral,7297370558558211371,high
Comedy,184,viral,7348870181407722798,viral,7311427137628605738,viral
Comedy,185,viral,7356348696285482282,viral,7348870181407722798,viral
Comedy,186,viral,7354933754755845418,viral,7348870181407722798,viral
Comedy,187,viral,7354048737544506657,viral,7348870181407722798,viral
Comedy,188,viral,7353852457929280810,viral,7348870181407722798,viral
Comedy,189,viral,7339406908924890369,viral,7348870181407722798,viral
Comedy,190,viral,7348770590053944577,viral,7348870181407722798,viral
Comedy,191,viral,7348573721084349742,viral,7348870181407722798,viral
Comedy,192,viral,7353414299001310495,viral,7348870181407722798,viral
Comedy,193,viral,7348870181407722798,viral,7352981264670100782,viral
Comedy,194,high-viral,7280563062678113537,high,7348870181407722798,viral
Comedy,195,viral,7348870181407722798,viral,7287330797407702303,viral
Comedy,196,viral-medium,7348870181407722798,viral,7312271032906190123,medium
Comedy,197,viral,7330000273399745835,viral,7348870181407722798,viral
Comedy,198,high-viral,7352002535462505774,high,7348870181407722798,viral
Comedy,199,high-viral,7351670946459159851,high,7348870181407722798,viral
Comedy,200,viral,7348870181407722798,viral,7351144574661774635,viral
Comedy,201,viral,7350918067708300587,viral,7348870181407722798,viral
Comedy,202,viral,7340687233269140779,viral,7348870181407722798,viral
Comedy,203,viral-high,7348870181407722798,viral,7338552968515439905,high
Comedy,204,viral,7348870181407722798,viral,7348942217689451806,viral
Comedy,205,viral,7341796912883862814,viral,7348870181407722798,viral
Comedy,206,medium-viral,7208612613729701162,medium,7348870181407722798,viral
Comedy,207,viral-low,7348870181407722798,viral,7325810109223800110,low
Comedy,208,viral,7348870181407722798,viral,7350772960304844078,viral
Comedy,209,viral-high,7348870181407722798,viral,7350708324125445408,high
Comedy,210,medium-viral,7321819022452968734,medium,7348870181407722798,viral
Comedy,211,medium-viral,7348972113509813547,medium,7348870181407722798,viral
Comedy,212,viral,7348870181407722798,viral,7348132530765303083,viral
Comedy,213,high-viral,7336724718667451690,high,7348870181407722798,viral
Comedy,214,viral,7347043177376795937,viral,7348870181407722798,viral
Comedy,215,viral,7348870181407722798,viral,7345739405945998610,viral
Comedy,216,low-viral,7343760551085935914,low,7348870181407722798,viral
Comedy,217,high-viral,7331211859476876575,high,7348870181407722798,viral
Comedy,218,high-viral,7343116185057217823,high,7348870181407722798,viral
Comedy,219,high-viral,7269888512764267808,high,7348870181407722798,viral
Comedy,220,viral-high,7348870181407722798,viral,7278423335225003296,high
Comedy,221,viral-high,7348870181407722798,viral,7292882113014123819,high
Comedy,222,viral-medium,7348870181407722798,viral,7296967605263338784,medium
Comedy,223,viral,7312852220582661419,viral,7348870181407722798,viral
Comedy,224,high-viral,7311356836651732266,high,7348870181407722798,viral
Comedy,225,viral-medium,7348870181407722798,viral,7350028979115429163,medium
Comedy,226,viral-medium,7348870181407722798,viral,7355510634924018986,medium
Comedy,227,high-viral,7340853821226175787,high,7348870181407722798,viral
Comedy,228,viral,7348870181407722798,viral,7340772433810443550,viral
Comedy,229,viral,7339937331039767841,viral,7348870181407722798,viral
Comedy,230,viral,7348870181407722798,viral,7339745900022992171,viral
Comedy,231,high-viral,7348094032645573920,high,7348870181407722798,viral
Comedy,232,viral,7348870181407722798,viral,7352951753567915310,viral
Comedy,233,high-viral,7352906839786278177,high,7348870181407722798,viral
Comedy,234,viral-medium,7348870181407722798,viral,7337752906247982368,medium
Comedy,235,high-viral,7336226316993269034,high,7348870181407722798,viral
Comedy,236,viral,7348870181407722798,viral,7335719362659192065,viral
Comedy,237,viral-high,7348870181407722798,viral,7335076878912343328,high
Comedy,238,viral-medium,7348870181407722798,viral,7334949225635106094,medium
Comedy,239,medium-viral,7344640925726969119,medium,7348870181407722798,viral
Comedy,240,viral,7343393805854395680,viral,7295114410094382369,viral
Comedy,241,viral,7343393805854395680,viral,7291024363799760171,viral
Comedy,242,high-viral,7305554824894926123,high,7343393805854395680,viral
Comedy,243,viral-high,7343393805854395680,viral,7297370558558211371,high
Comedy,244,viral,7311427137628605738,viral,7343393805854395680,viral
Comedy,245,viral,7356348696285482282,viral,7343393805854395680,viral
Comedy,246,viral,7343393805854395680,viral,7354933754755845418,viral
Comedy,247,viral,7343393805854395680,viral,7354048737544506657,viral
Comedy,248,viral,7353852457929280810,viral,7343393805854395680,viral
Comedy,249,viral,7343393805854395680,viral,7339406908924890369,viral
Comedy,250,viral,7343393805854395680,viral,7348770590053944577,viral
Comedy,251,viral,7343393805854395680,viral,7348573721084349742,viral
Comedy,252,viral,7353414299001310495,viral,7343393805854395680,viral
Comedy,253,viral,7343393805854395680,viral,7352981264670100782,viral
Comedy,254,viral-high,7343393805854395680,viral,7280563062678113537,high
Comedy,255,viral,7287330797407702303,viral,7343393805854395680,viral
Comedy,256,viral-medium,7343393805854395680,viral,7312271032906190123,medium
Comedy,257,viral,7330000273399745835,viral,7343393805854395680,viral
Comedy,258,viral-high,7343393805854395680,viral,7352002535462505774,high
Comedy,259,high-viral,7351670946459159851,high,7343393805854395680,viral
Comedy,260,viral,7343393805854395680,viral,7351144574661774635,viral
Comedy,261,viral,7343393805854395680,viral,7350918067708300587,viral
Comedy,262,viral,7343393805854395680,viral,7340687233269140779,viral
Comedy,263,high-viral,7338552968515439905,high,7343393805854395680,viral
Comedy,264,viral,7348942217689451806,viral,7343393805854395680,viral
Comedy,265,viral,7341796912883862814,viral,7343393805854395680,viral
Comedy,266,viral-medium,7343393805854395680,viral,7208612613729701162,medium
Comedy,267,low-viral,7325810109223800110,low,7343393805854395680,viral
Comedy,268,viral,7343393805854395680,viral,7350772960304844078,viral
Comedy,269,viral-high,7343393805854395680,viral,7350708324125445408,high
Comedy,270,viral-medium,7343393805854395680,viral,7321819022452968734,medium
Comedy,271,medium-viral,7348972113509813547,medium,7343393805854395680,viral
Comedy,272,viral,7348132530765303083,viral,7343393805854395680,viral
Comedy,273,viral-high,7343393805854395680,viral,7336724718667451690,high
Comedy,274,viral,7343393805854395680,viral,7347043177376795937,viral
Comedy,275,viral,7343393805854395680,viral,7345739405945998610,viral
Comedy,276,viral-low,7343393805854395680,viral,7343760551085935914,low
Comedy,277,high-viral,7331211859476876575,high,7343393805854395680,viral
Comedy,278,high-viral,7343116185057217823,high,7343393805854395680,viral
Comedy,279,viral-high,7343393805854395680,viral,7269888512764267808,high
Comedy,280,viral-high,7343393805854395680,viral,7278423335225003296,high
Comedy,281,viral-high,7343393805854395680,viral,7292882113014123819,high
Comedy,282,medium-viral,7296967605263338784,medium,7343393805854395680,viral
Comedy,283,viral,7312852220582661419,viral,7343393805854395680,viral
Comedy,284,viral-high,7343393805854395680,viral,7311356836651732266,high
Comedy,285,medium-viral,7350028979115429163,medium,7343393805854395680,viral
Comedy,286,medium-viral,7355510634924018986,medium,7343393805854395680,viral
Comedy,287,high-viral,7340853821226175787,high,7343393805854395680,viral
Comedy,288,viral,7343393805854395680,viral,7340772433810443550,viral
Comedy,289,viral,7343393805854395680,viral,7339937331039767841,viral
Comedy,290,viral,7343393805854395680,viral,7339745900022992171,viral
Comedy,291,high-viral,7348094032645573920,high,7343393805854395680,viral
Comedy,292,viral,7352951753567915310,viral,7343393805854395680,viral
Comedy,293,high-viral,7352906839786278177,high,7343393805854395680,viral
Comedy,294,viral-medium,7343393805854395680,viral,7337752906247982368,medium
Comedy,295,high-viral,7336226316993269034,high,7343393805854395680,viral
Comedy,296,viral,7335719362659192065,viral,7343393805854395680,viral
Comedy,297,viral-high,7343393805854395680,viral,7335076878912343328,high
Comedy,298,viral-medium,7343393805854395680,viral,7334949225635106094,medium
Comedy,299,viral-medium,7343393805854395680,viral,7344640925726969119,medium
Comedy,300,high-viral,7280563062678113537,high,7295114410094382369,viral
Comedy,301,viral,7287330797407702303,viral,7295114410094382369,viral
Comedy,302,medium-viral,7312271032906190123,medium,7295114410094382369,viral
Comedy,303,viral,7330000273399745835,viral,7295114410094382369,viral
Comedy,304,high-viral,7352002535462505774,high,7295114410094382369,viral
Comedy,305,viral-high,7295114410094382369,viral,7351670946459159851,high
Comedy,306,viral,7295114410094382369,viral,7351144574661774635,viral
Comedy,307,viral,7350918067708300587,viral,7295114410094382369,viral
Comedy,308,viral,7295114410094382369,viral,7340687233269140779,viral
Comedy,309,viral-high,7295114410094382369,viral,7338552968515439905,high
Comedy,310,viral,7295114410094382369,viral,7348942217689451806,viral
Comedy,311,viral,7295114410094382369,viral,7341796912883862814,viral
Comedy,312,medium-viral,7208612613729701162,medium,7295114410094382369,viral
Comedy,313,viral-low,7295114410094382369,viral,7325810109223800110,low
Comedy,314,viral,7350772960304844078,viral,7295114410094382369,viral
Comedy,315,viral-high,7295114410094382369,viral,7350708324125445408,high
Comedy,316,viral-medium,7295114410094382369,viral,7321819022452968734,medium
Comedy,317,viral-medium,7295114410094382369,viral,7348972113509813547,medium
Comedy,318,viral,7295114410094382369,viral,7348132530765303083,viral
Comedy,319,high-viral,7336724718667451690,high,7295114410094382369,viral
Comedy,320,viral,7295114410094382369,viral,7347043177376795937,viral
Comedy,321,viral,7345739405945998610,viral,7295114410094382369,viral
Comedy,322,viral-low,7295114410094382369,viral,7343760551085935914,low
Comedy,323,high-viral,7331211859476876575,high,7295114410094382369,viral
Comedy,324,viral-high,7295114410094382369,viral,7343116185057217823,high
Comedy,325,viral-high,7295114410094382369,viral,7269888512764267808,high
Comedy,326,viral-high,7295114410094382369,viral,7278423335225003296,high
Comedy,327,viral-high,7295114410094382369,viral,7292882113014123819,high
Comedy,328,medium-viral,7296967605263338784,medium,7295114410094382369,viral
Comedy,329,viral,7295114410094382369,viral,7312852220582661419,viral
Comedy,330,high-viral,7311356836651732266,high,7295114410094382369,viral
Comedy,331,medium-viral,7350028979115429163,medium,7295114410094382369,viral
Comedy,332,medium-viral,7355510634924018986,medium,7295114410094382369,viral
Comedy,333,high-viral,7340853821226175787,high,7295114410094382369,viral
Comedy,334,viral,7340772433810443550,viral,7295114410094382369,viral
Comedy,335,viral,7295114410094382369,viral,7339937331039767841,viral
Comedy,336,viral,7295114410094382369,viral,7339745900022992171,viral
Comedy,337,high-viral,7348094032645573920,high,7295114410094382369,viral
Comedy,338,viral,7295114410094382369,viral,7352951753567915310,viral
Comedy,339,high-viral,7352906839786278177,high,7295114410094382369,viral
Comedy,340,medium-viral,7337752906247982368,medium,7295114410094382369,viral
Comedy,341,viral-high,7295114410094382369,viral,7336226316993269034,high
Comedy,342,viral,7335719362659192065,viral,7295114410094382369,viral
Comedy,343,high-viral,7335076878912343328,high,7295114410094382369,viral
Comedy,344,medium-viral,7334949225635106094,medium,7295114410094382369,viral
Comedy,345,viral-medium,7295114410094382369,viral,7344640925726969119,medium
Comedy,346,high-viral,7280563062678113537,high,7291024363799760171,viral
Comedy,347,viral,7291024363799760171,viral,7287330797407702303,viral
Comedy,348,viral-medium,7291024363799760171,viral,7312271032906190123,medium
Comedy,349,viral,7291024363799760171,viral,7330000273399745835,viral
Comedy,350,viral-high,7291024363799760171,viral,7352002535462505774,high
Comedy,351,high-viral,7351670946459159851,high,7291024363799760171,viral
Comedy,352,viral,7351144574661774635,viral,7291024363799760171,viral
Comedy,353,viral,7291024363799760171,viral,7350918067708300587,viral
Comedy,354,viral,7340687233269140779,viral,7291024363799760171,viral
Comedy,355,high-viral,7338552968515439905,high,7291024363799760171,viral
Comedy,356,viral,7291024363799760171,viral,7348942217689451806,viral
Comedy,357,viral,7291024363799760171,viral,7341796912883862814,viral
Comedy,358,viral-medium,7291024363799760171,viral,7208612613729701162,medium
Comedy,359,low-viral,7325810109223800110,low,7291024363799760171,viral
Comedy,360,viral,7350772960304844078,viral,7291024363799760171,viral
Comedy,361,viral-high,7291024363799760171,viral,7350708324125445408,high
Comedy,362,medium-viral,7321819022452968734,medium,7291024363799760171,viral
Comedy,363,medium-viral,7348972113509813547,medium,7291024363799760171,viral
Comedy,364,viral,7348132530765303083,viral,7291024363799760171,viral
Comedy,365,viral-high,7291024363799760171,viral,7336724718667451690,high
Comedy,366,viral,7291024363799760171,viral,7347043177376795937,viral
Comedy,367,viral,7291024363799760171,viral,7345739405945998610,viral
Comedy,368,viral-low,7291024363799760171,viral,7343760551085935914,low
Comedy,369,viral-high,7291024363799760171,viral,7331211859476876575,high
Comedy,370,high-viral,7343116185057217823,high,7291024363799760171,viral
Comedy,371,viral-high,7291024363799760171,viral,7269888512764267808,high
Comedy,372,viral-high,7291024363799760171,viral,7278423335225003296,high
Comedy,373,viral-high,7291024363799760171,viral,7292882113014123819,high
Comedy,374,medium-viral,7296967605263338784,medium,7291024363799760171,viral
Comedy,375,viral,7312852220582661419,viral,7291024363799760171,viral
Comedy,376,high-viral,7311356836651732266,high,7291024363799760171,viral
Comedy,377,medium-viral,7350028979115429163,medium,7291024363799760171,viral
Comedy,378,medium-viral,7355510634924018986,medium,7291024363799760171,viral
Comedy,379,viral-high,7291024363799760171,viral,7340853821226175787,high
Comedy,380,viral,7340772433810443550,viral,7291024363799760171,viral
Comedy,381,viral,7291024363799760171,viral,7339937331039767841,viral
Comedy,382,viral,7291024363799760171,viral,7339745900022992171,viral
Comedy,383,viral-high,7291024363799760171,viral,7348094032645573920,high
Comedy,384,viral,7291024363799760171,viral,7352951753567915310,viral
Comedy,385,viral-high,7291024363799760171,viral,7352906839786278177,high
Comedy,386,medium-viral,7337752906247982368,medium,7291024363799760171,viral
Comedy,387,high-viral,7336226316993269034,high,7291024363799760171,viral
Comedy,388,viral,7335719362659192065,viral,7291024363799760171,viral
Comedy,389,high-viral,7335076878912343328,high,7291024363799760171,viral
Comedy,390,medium-viral,7334949225635106094,medium,7291024363799760171,viral
Comedy,391,medium-viral,7344640925726969119,medium,7291024363799760171,viral
Comedy,392,high,7280563062678113537,high,7305554824894926123,high
Comedy,393,high-viral,7305554824894926123,high,7287330797407702303,viral
Comedy,394,high-medium,7305554824894926123,high,7312271032906190123,medium
Comedy,395,viral-high,7330000273399745835,viral,7305554824894926123,high
Comedy,396,high,7305554824894926123,high,7352002535462505774,high
Comedy,397,high,7351670946459159851,high,7305554824894926123,high
Comedy,398,viral-high,7351144574661774635,viral,7305554824894926123,high
Comedy,399,viral-high,7350918067708300587,viral,7305554824894926123,high
Comedy,400,viral-high,7340687233269140779,viral,7305554824894926123,high
Comedy,401,high,7338552968515439905,high,7305554824894926123,high
Comedy,402,viral-high,7348942217689451806,viral,7305554824894926123,high
Comedy,403,viral-high,7341796912883862814,viral,7305554824894926123,high
Comedy,404,medium-high,7208612613729701162,medium,7305554824894926123,high
Comedy,405,high-low,7305554824894926123,high,7325810109223800110,low
Comedy,406,high-viral,7305554824894926123,high,7350772960304844078,viral
Comedy,407,high,7350708324125445408,high,7305554824894926123,high
Comedy,408,high-medium,7305554824894926123,high,7321819022452968734,medium
Comedy,409,high-medium,7305554824894926123,high,7348972113509813547,medium
Comedy,410,high-viral,7305554824894926123,high,7348132530765303083,viral
Comedy,411,high,7336724718667451690,high,7305554824894926123,high
Comedy,412,high-viral,7305554824894926123,high,7347043177376795937,viral
Comedy,413,high-viral,7305554824894926123,high,7345739405945998610,viral
Comedy,414,low-high,7343760551085935914,low,7305554824894926123,high
Comedy,415,high,7305554824894926123,high,7331211859476876575,high
Comedy,416,high,7305554824894926123,high,7343116185057217823,high
Comedy,417,high,7269888512764267808,high,7305554824894926123,high
Comedy,418,high,7278423335225003296,high,7305554824894926123,high
Comedy,419,high,7305554824894926123,high,7292882113014123819,high
Comedy,420,medium-high,7296967605263338784,medium,7305554824894926123,high
Comedy,421,viral-high,7312852220582661419,viral,7305554824894926123,high
Comedy,422,high,7311356836651732266,high,7305554824894926123,high
Comedy,423,high-medium,7305554824894926123,high,7350028979115429163,medium
Comedy,424,high-medium,7305554824894926123,high,7355510634924018986,medium
